,0,1,2,3,4,5
1928,Hsa.664,H20503,3' UTR,1,173116,CELL ADHESION PROTEIN (HUMAN);.
1929,Hsa.9174,D28137,gene,1,N/A,"""Human mRNA for BST-2, complete cds.                                                                                                                                                                                                                  """
1930,Hsa.1758,M81695,gene,1,N/A,"""LEUKOCYTE ADHESION GLYCOPROTEIN P150,95 ALPHA CHAIN (HUMAN);contains Alu repetitive element;contains element MER22 repetitive element ;.                                                                                                             """
1931,Hsa.2243,L40380,gene,1,N/A,"""Homo sapiens thyroid receptor interactor (TRIP11) mRNA, 3' end of cds.                                                                                                                                                                               """
1932,Hsa.15198,T77537,3' UTR,2a,113899,PLASMINOGEN (Sus scrofa)
1933,Hsa.3005,X76057,gene,1,N/A,MANNOSE-6-PHOSPHATE ISOMERASE (HUMAN);.
1934,Hsa.6782,X62048,gene,1,N/A,H.sapiens Wee1 hu gene.
1935,Hsa.25390,X85750,gene,1,N/A,H.sapiens mRNA for transcript associated with monocyte to macrophage differentiation.
1936,Hsa.24874,H74178,3' UTR,2a,232584,RAPAMYCIN-SELECTIVE 25 KD IMMUNOPHILIN (Homo sapiens)
1937,Hsa.41314,U31248,gene,1,N/A,"""Human zinc finger protein (ZNF174) mRNA, complete cds.                                                                                                                                                                                              """
1938,Hsa.2584,X70297,gene,1,N/A,"""NEURONAL ACETYLCHOLINE RECEPTOR PROTEIN, ALPHA-7 CHAIN (HUMAN);.                                                                                                                                                                                     """
1939,Hsa.1862,M81840,gene,1,N/A,"""Human NRL gene product mRNA, complete cds.                                                                                                                                                                                                           """
1940,Hsa.3,D90041,gene,1,N/A,Human liver arylamine N-acetyltransferase (EC 2.3.1.5) gene.
1941,Hsa.5908,R67999,3' UTR,2a,138262,PROBABLE ATP-DEPENDENT RNA HELICASE PRH1 (Schizosaccharomyces pombe)
1942,Hsa.72,D29808,gene,1,N/A,"""Human mRNA for T-cell acute lymphoblastic leukemia associated antigen 1 (TALLA-1), complete cds.                                                                                                                                                       """
1943,Hsa.3186,Z33642,gene,1,N/A,H.sapiens V7 mRNA for leukocyte surface protein.
1944,Hsa.2127,M69181,gene,1,N/A,"""MYOSIN HEAVY CHAIN, NONMUSCLE TYPE B (HUMAN);.                                                                                                                                                                                                       """
1945,Hsa.3250,L38951,gene,1,N/A,"""Homo sapiens importin beta subunit mRNA, complete cds.                                                                                                                                                                                               """
1946,Hsa.2237,R44112,3' UTR,1,33438,60S RIBOSOMAL PROTEIN L35A (HUMAN);.
1947,Hsa.1228,X56411,gene,1,N/A,"""H.sapiens ADH4 gene for class II alcohol dehydrogenase (pi subunit), exon 1.                                                                                                                                                                         """
1948,Hsa.2309,Y00796,gene,1,N/A,Human mRNA for leukocyte-associated molecule-1 alpha subunit (LFA-1 alpha subunit).
1949,Hsa.41165,M14603,gene,1,N/A,"""Human myoglobin gene, exon 3.                                                                                                                                                                                                                       """
1950,Hsa.2690,X73882,gene,1,N/A,H.sapiens E-MAP-115 mRNA.
1951,Hsa.1346,T78323,3' UTR,1,114526,PROCOLLAGEN ALPHA 1(IV) CHAIN PRECURSOR (HUMAN);.
1952,Hsa.1878,M80359,gene,1,N/A,PUTATIVE SERINE/THREONINE-PROTEIN KINASE P78 (HUMAN);contains MSR1 repetitive element ;.
1953,Hsa.1491,M35531,gene,1,N/A,"""Human GDP-L-fucose:beta-D-galactoside 2-alpha-l-fucosyltransferase mRNA, complete cds.                                                                                                                                                               """
1954,Hsa.17213,R35903,3' UTR,2a,137063,"""INTERLEUKIN-1 RECEPTOR, TYPE II PRECURSOR (Mus musculus)                                                                                                                                                                                   """
1955,Hsa.2918,X67325,gene,1,N/A,H.sapiens p27 mRNA.
1956,Hsa.22452,U25435,gene,1,N/A,"""Human transcriptional repressor (CTCF) mRNA, complete cds.                                                                                                                                                                                          """
1957,Hsa.36693,D37931,gene,1,N/A,Human mRNA for RNase 4.
1958,Hsa.1143,M15841,gene,1,N/A,U2 SMALL NUCLEAR RIBONUCLEOPROTEIN B' (HUMAN);.
1959,Hsa.36696,D59253,gene,1,N/A,Human mRNA for NCBP interacting protein 1.
1960,Hsa.44116,H77510,3' UTR,2a,233303,COAGULATION FACTOR VIII PRECURSOR (Mus musculus)
1961,Hsa.33012,R78142,3' UTR,2a,145606,PUTATIVE SERINE/THREONINE-PROTEIN KINASE B0464.5 IN CHROMOSOME III (Caenorhabditis elegans)
1962,Hsa.31500,R62945,3' UTR,2a,139080,COMPLEMENT DECAY-ACCELERATING FACTOR 1 PRECURSOR (Homo sapiens)
1963,Hsa.2891,X70070,gene,1,N/A,H.sapiens mRNA for neurotensin receptor.
1964,Hsa.330,U05040,gene,1,N/A,"""Human FUSE binding protein mRNA, complete cds.                                                                                                                                                                                                        """
1965,Hsa.36705,U33429,gene,1,N/A,"""human K+ channel beta 2 subunit mRNA, complete cds.                                                                                                                                                                                                 """
1966,Hsa.11616,T60778,3' UTR,2a,76539,MATRIX GLA-PROTEIN PRECURSOR (Rattus norvegicus)
1967,Hsa.3105,X04011,gene,1,N/A,Human mRNA of X-CGD gene involved in chronic granulomatous disease located on chromosome X.
1968,Hsa.205,L12350,gene,1,N/A,THROMBOSPONDIN 2 PRECURSOR (HUMAN);.
1969,Hsa.21245,R06749,3' UTR,2a,126519,ERYTHROID KRUEPPEL-LIKE TRANSCRIPTION FACTOR (Mus musculus)
1970,Hsa.17130,U24105,gene,1,N/A,"""Human coatomer protein (HEPCOP) mRNA, complete cds.                                                                                                                                                                                                 """
1971,Hsa.1435,T57468,3' UTR,1,75165,FIBRILLARIN (HUMAN).
1972,Hsa.826,M55422,gene,1,N/A,"""Human Krueppel-related zinc finger protein (H-plk) mRNA, complete cds.                                                                                                                                                                                """
1973,Hsa.33,M64110,gene,1,N/A,"""Human caldesmon mRNA, complete cds.                                                                                                                                                                                                                    """
1974,Hsa.2134,U14577,gene,1,N/A,"""Human microtubule-associated protein 1A (MAP1A) mRNA, complete cds.                                                                                                                                                                                  """
1975,Hsa.41098,K03474,gene,1,N/A,"""Human Mullerian inhibiting substance gene, complete cds.                                                                                                                                                                                            """
1976,Hsa.9590,T49204,3' UTR,2a,67289,CYCLIC-AMP-DEPENDENT TRANSCRIPTION FACTOR ATF-4 (Homo sapiens)
1977,Hsa.58,D00760,gene,1,N/A,PROTEASOME COMPONENT C3 (HUMAN);.
1978,Hsa.1415,H20856,3' UTR,1,51666,DNA-REPAIR PROTEIN COMPLEMENTING XP-B CELLS (HUMAN);.
1979,Hsa.3082,R98410,3' UTR,1,200657,S25641 HYPOTHETICAL PROTEIN - ;.
